1	16713	571.445739	230.633909	98.234414	2.347791	0.643153	12.991299	1
2	15872.5	546.031525	215.557417	96.690227	2.229361	0.66899	7.502882	1
3	15926	545.788885	219.111844	97.046381	2.257805	0.671842	15.082619	1
4	16469	560.617312	228.560714	95.257546	2.399397	0.658482	19.516399	1
5	15629	535.989895	211.945748	96.420952	2.19813	0.683641	12.70782	1
6	15023	533.587874	219.604189	97.061836	2.262518	0.663063	18.626492	1
7	14019.5	518.516807	206.951685	90.244113	2.293243	0.655265	9.578849	1
8	14176.5	565.605119	240.066657	78.262379	3.067459	0.556868	9.375004	1
9	17336.5	567.546244	230.054341	100.806746	2.282132	0.676346	7.616017	1
10	15541	542.759447	216.723326	95.707889	2.264425	0.66294	6.566972	1
11	15348.5	556.918828	227.554389	91.08238	2.498336	0.621859	27.320873	1
12	16986	571.788885	227.982455	100.84146	2.260801	0.652874	17.121143	1
13	15528	532.617312	212.115535	99.809819	2.125197	0.687852	18.712354	1
14	16590.5	565.546244	228.265197	96.13012	2.374544	0.651828	9.666323	1
15	15036	524.901583	213.234613	94.366308	2.259648	0.685783	5.483732	1
16	16987.5	556.031525	222.89908	101.400197	2.198212	0.690463	11.700077	1
17	15312.5	545.747255	222.524156	91.662424	2.427649	0.64606	19.651049	1
18	16578	578.759447	237.928561	93.343452	2.548958	0.621936	19.452349	1
19	17318	576.475177	231.821052	100.578328	2.304881	0.654857	10.317761	1
20	17772	586.416301	235.764713	102.259474	2.305554	0.649433	12.326999	1
21	16149.5	556.232536	227.607118	94.641429	2.404942	0.655928	17.834164	1
22	15994.5	542.374671	221.650626	94.762862	2.339003	0.683253	13.954494	1
23	14761	519.646749	206.545395	95.257546	2.168284	0.686925	16.254615	1
24	14278.5	534.918828	219.385505	86.145226	2.546694	0.627071	44.058126	1
25	13828.5	498.918828	196.305884	95.189285	2.062269	0.698112	14.615609	1
26	17100.5	562.859953	226.550215	101.390335	2.234436	0.678294	18.031896	1
27	16906	568.617312	231.041122	98.762341	2.339365	0.657068	10.144743	1
28	16861.5	557.546244	222.315092	102.107786	2.177259	0.681623	11.197695	1
29	15226	551.102593	222.173356	96.87621	2.293374	0.629986	24.00085	1
30	16241	558.274166	226.497241	94.641429	2.393215	0.654828	20.345223	1
31	14772	558.274166	213.475994	94.371606	2.262079	0.595599	10.674387	1
32	15737	544.759447	218.908657	95.341491	2.296048	0.66638	10.08797	1
33	14709	522.759447	206.770404	96.87621	2.134378	0.676378	22.055253	1
34	15269	525.303604	210.23796	94.085068	2.234552	0.695344	11.080819	1
35	17148.5	576.232536	232.939906	96.747093	2.40772	0.648994	21.433714	1
36	16290	558.617312	222.272355	97.49359	2.279866	0.655997	13.559823	1
37	13677	511.303604	208.165799	87.464278	2.380009	0.65742	9.904931	1
38	16253.5	549.203098	222.396043	97.862148	2.272544	0.677159	9.847885	1
39	15657.5	540.859953	217.517815	97.164808	2.238648	0.672609	5.97959	1
40	17134.5	564.374671	224.376915	100.179838	2.239741	0.675999	12.477721	1
41	16756.5	581.88939	233.773395	94.339811	2.477993	0.621888	12.558878	1
42	16883	574.617312	234.931905	96.17692	2.442706	0.642543	9.584864	1
1	16592.5	549.88939	220.229426	104.278473	2.111936	0.689558	11.096274	2
2	17355.5	566.516807	231.905153	100.662803	2.303782	0.67955	7.891944	2
3	17182.5	554.031525	222.685877	103.585713	2.149774	0.70344	12.966789	2
4	17733	564.274166	224.770995	106.705201	2.106467	0.699861	31.586385	2
5	18245	570.274166	227.266364	107.935166	2.105582	0.704995	27.064343	2
6	18486	582.901583	232.948492	104.388697	2.231549	0.683695	10.573526	2
7	17344.5	567.002088	229.314195	105.004762	2.183846	0.677957	8.014076	2
8	19105.5	594.114786	238.732067	105.536723	2.262076	0.680186	17.14621	2
9	18738	582.274166	235.372046	106.51291	2.209798	0.694509	7.933008	2
10	18552	582.357426	229.965215	107.703296	2.135173	0.687419	14.339026	2
11	17199.5	552.516807	220.004545	105.475116	2.085843	0.708002	8.314262	2
12	16410	565.244729	228.021929	97.3242	2.342911	0.645424	6.557989	2
13	18699	582.274166	230.360587	108.664622	2.119923	0.693064	7.021879	2
14	18421	588.073156	236.662207	101.710373	2.326825	0.669361	17.90651	2
15	16997	557.73001	220.791757	106.367288	2.075749	0.686648	8.265007	2
16	17994	589.93102	217.076024	114.236597	1.900232	0.649733	8.584814	2
17	19382	599.244729	236.541751	110.222502	2.146039	0.678266	4.462383	2
18	17392	571.788885	230.37578	102.107786	2.256202	0.668479	16.714794	2
19	18197	588.357426	236.562888	100.439036	2.355288	0.660583	30.649668	2
20	16830.5	558.658942	227.712538	102.313244	2.225641	0.677662	15.763855	2
21	18339.5	581.345234	231.261756	106.117859	2.179292	0.681913	11.837905	2
22	16379	552.818322	219.822656	97.329338	2.258545	0.673492	12.326005	2
23	18338	582.960458	233.137299	104.479663	2.231413	0.678084	15.887737	2
24	16454	551.788885	222.171105	99.689518	2.228631	0.679103	11.021072	2
25	19386	595.872145	239.409691	110.163515	2.173221	0.686107	10.088641	2
26	17868.5	567.002088	225.268728	106.117859	2.122816	0.698439	4.443936	2
27	17525.5	587.203098	231.365512	100.179838	2.309502	0.63871	31.644845	2
28	16998	557.445739	224.891085	101.400197	2.217856	0.687389	22.253599	2
29	18127.5	570.516807	226.565664	106.301458	2.13135	0.69986	5.101146	2
30	17933	603.043718	241.406297	108.046286	2.234286	0.619677	3.435718	2
31	19065.5	591.203098	236.177899	105.929222	2.229582	0.685464	7.578836	2
32	18629.5	595.97265	244.311277	102.459748	2.384461	0.659111	17.499642	2
33	18074	574.617312	229.512527	107.489534	2.135208	0.687871	13.502807	2
34	17531.5	563.546244	223.986607	105.323312	2.126657	0.693697	28.827687	2
35	18284.5	593.144223	238.436574	105.304321	2.264262	0.653089	12.291441	2
36	18323	589.244729	239.60384	101.242284	2.366638	0.663155	17.042429	2
37	17965	574.842708	227.404925	106.901824	2.127231	0.683186	6.814342	2
38	18159.5	583.88939	239.870799	98.152942	2.443847	0.669349	7.71634	2
39	16494.5	558.173661	223.573254	102.239914	2.186751	0.665289	9.619307	2
40	18219.5	592.031525	235.153142	103.754518	2.266438	0.653216	19.636944	2
41	17328	566.759447	225.53492	105.11898	2.14552	0.677892	12.859497	2
42	16289.5	557.203098	226.267541	98.127468	2.305853	0.659311	9.225439	2
43	15266.5	540.516807	216.448608	91.662424	2.361367	0.656645	3.851283	2
44	17040.5	558.717817	220.510771	101.242284	2.17805	0.685973	10.332502	2
45	16540	547.587874	221.686716	101.833197	2.176959	0.693167	16.742591	2
46	15697	550.416301	215.148786	101.390335	2.121985	0.651094	11.707924	2
47	16699	561.386864	228.063588	101.493842	2.247068	0.665849	11.485137	2
48	13374.5	749.286359	223.257699	92.395887	2.416316	0.299359	34.719102	2
1	14905	519.788885	206.494552	99.141313	2.082831	0.693247	10.81043	1
2	13401.5	516.776692	212.398211	86.884981	2.444591	0.630605	4.151335	1
3	14737.5	538.859953	215.244048	91.482239	2.352851	0.637796	20.890476	1
4	16324.5	558.859953	225.337525	102.961158	2.188568	0.656816	17.212545	1
5	15525	539.303604	211.047388	99.503769	2.120999	0.670772	7.369449	1
6	17328	583.788885	233.619349	96.25487	2.427091	0.63892	19.934013	1
7	13931	518.960458	210.192769	93.085982	2.25805	0.650015	13.845798	1
8	15792	557.102593	223.886132	96.87621	2.311054	0.639406	6.474	1
9	14902	539.989895	219.209945	88.45903	2.478096	0.642219	31.876557	1
10	13741	510.475177	206.072803	90.448881	2.278334	0.662642	15.468331	1
11	16940	559.445739	226.490618	100.900942	2.244683	0.680154	10.303793	1
12	15212	538.475177	216.333077	92.135769	2.347981	0.659272	14.496416	1
13	15041	524.475177	208.079312	98.84331	2.105143	0.687127	9.620535	1
14	13558	509.303604	204.550727	89.274856	2.291247	0.656829	14.89774	1
15	15600.5	545.404109	224.439301	90.934042	2.468155	0.65904	8.397466	1
16	16710	544.617312	217.221086	102.591423	2.117342	0.707951	12.018048	1
17	16130	563.646749	225.88714	95.336247	2.369373	0.638014	19.090797	1
18	16702.5	567.144223	229.455878	97.862148	2.344685	0.652536	13.761932	1
19	14837	530.132031	217.862342	92.444578	2.356681	0.663419	29.487445	1
20	12630.5	515.605119	214.457455	77.162167	2.779308	0.59703	6.773048	1
21	17539.5	569.830515	227.607118	104.690019	2.174105	0.67879	8.625192	1
22	16377	559.303604	228.475382	95.900991	2.382409	0.657883	13.049178	1
23	17041.5	574.173661	237.474209	98.183502	2.418677	0.649578	6.883176	1
24	15953	572.132031	226.565664	95.036835	2.383977	0.612435	12.93253	1
25	17404	584.901583	231.94827	102.825094	2.255755	0.639283	18.026309	1
26	14977.5	533.060963	215.027905	93.434469	2.301377	0.662362	16.493683	1
27	16830	586.416301	241.132744	93.770998	2.571507	0.61501	38.411536	1
28	14083	525.303604	214.086431	88.543774	2.41786	0.641334	14.816095	1
29	16559.5	558.031525	223.188261	100.498756	2.220806	0.668251	12.584699	1
30	16480	571.73001	232.019396	93.941471	2.469829	0.633556	31.488709	1
31	15175.5	528.090401	213.883146	93.214806	2.294519	0.683811	10.02514	1
32	17093	584.274166	235.919478	97.164808	2.428034	0.629209	28.408646	1
33	18188	583.788885	237.023206	100.404183	2.360691	0.67063	15.830405	1
34	13646	510.333041	206.421898	91.443972	2.257359	0.658427	12.597185	1
35	15773.5	564.516807	233.828997	95.336247	2.452677	0.621991	9.084976	1
36	15340	529.303604	210.544532	98.488578	2.137756	0.688059	9.10928	1
37	16386	559.93102	226.559043	97.49359	2.323835	0.656771	12.566075	1
38	15596	543.646749	221.117616	95.35198	2.318962	0.663116	8.740127	1
39	15846	554.676187	222.81158	94.339811	2.361798	0.647218	17.119046	1
40	14869	558.676187	229.427548	86.145226	2.663265	0.598648	22.186892	1
41	16283.5	552.374671	225.800797	95.801879	2.356956	0.670641	8.17769	1
42	17273.5	579.546244	238.600084	95.880134	2.488525	0.64627	11.326897	1
43	16637.5	555.830515	226.88323	96.332757	2.355203	0.676726	8.474456	1
44	17368.5	593.203098	239.014644	94.429868	2.531134	0.620248	15.617099	1
45	16080.5	564.575682	224.588513	97.164808	2.311418	0.633965	33.41274	1
46	15747.5	561.747255	225.977875	92.439169	2.444612	0.627104	11.449642	1
47	16332	584.960458	232.131428	95.35198	2.434469	0.599786	8.330527	1
48	16259.5	556.859953	227.316959	97.12878	2.340367	0.658908	6.8633	1
1	17676.5	577.286359	229.26404	102.615788	2.234198	0.666536	10.159033	2
2	18548.5	579.487369	232.243407	105.574618	2.199803	0.694114	5.235102	2
3	16307.5	546.031525	218.330025	99.126182	2.202546	0.687324	22.138585	2
4	17068	556.617312	218.21549	105.574618	2.066931	0.692276	5.378314	2
5	19184	584.416301	234.183689	109.44405	2.139757	0.705837	17.49061	2
6	19123	603.244729	243.462523	106.230881	2.291824	0.660357	3.622368	2
7	18536	595.303604	244.724335	98.73196	2.478674	0.657278	7.543284	2
8	16424.5	545.345234	213.190056	104.076895	2.04839	0.693999	22.765007	2
9	16545.5	561.487369	226.638479	100.31949	2.259167	0.659492	8.892365	2
10	19625.5	602.457932	235.747747	112.294256	2.099375	0.679481	11.687901	2
11	19078.5	589.002088	232.690782	110.765518	2.100751	0.691067	20.171257	2
12	17638.5	588.374671	241.350368	97.514102	2.47503	0.640271	25.997312	2
13	16787.5	554.859953	225.488359	101.513546	2.221264	0.685219	11.766255	2
14	19339.5	591.345234	237.255137	107.116759	2.214921	0.694981	18.257853	2
15	17773.5	571.68838	230.217289	103.077641	2.233436	0.683383	6.960074	2
16	15552	533.587874	213.845739	97.416631	2.195167	0.686411	4.382488	2
17	17070	552.475177	219.10728	101.493842	2.158823	0.702777	16.760237	2
18	19264.5	613.68838	248.068539	103.484298	2.397161	0.642794	26.29457	2
19	18331	581.244729	234.650804	106.103723	2.211523	0.681833	6.390113	2
20	17483.5	582.516807	234.691287	97.252249	2.413222	0.647472	34.561613	2
21	16418.5	558.173661	222.649949	99.322706	2.241682	0.662224	8.854404	2
22	16967.5	549.830515	214.189169	108.115679	1.981111	0.705294	13.741597	2
23	17570	571.93102	230.65342	101.867561	2.264248	0.674985	9.78269	2
24	16996.5	564.717817	224.376915	101.178061	2.217644	0.66974	10.330654	2
25	18249.5	594.658942	223.378602	108.166538	2.065136	0.648522	9.621035	2
26	19369.5	597.629505	237.427884	109.658561	2.165156	0.681497	14.265485	2
27	17459.5	574.859953	233.976495	103.788246	2.254364	0.663923	20.419486	2
28	17940	593.989895	247.891105	94.92102	2.611551	0.638961	20.120669	2
29	20069.5	615.97265	245.177487	110.548632	2.217825	0.664697	12.14962	2
30	17849.5	565.68838	224.831048	109.384642	2.055417	0.700941	11.231655	2
31	15657.5	538.374671	217.331544	97.12878	2.237561	0.678833	17.11662	2
32	17368.5	560.374671	221.815238	102.396289	2.166243	0.695049	8.919962	2
33	17381	576.274166	232.363939	102.176318	2.274147	0.657698	9.498848	2
34	19207.5	600.516807	244.239636	105.929222	2.305687	0.669315	19.371386	2
35	17692.5	577.487369	229.244411	98.005102	2.339107	0.666675	37.849553	2
36	17610.5	574.232536	230.097805	99.849887	2.304437	0.671129	16.167581	2
37	15010	524.901583	206.770404	96.87621	2.134378	0.684597	5.433482	2
